CustomerID,FullName,Gender,Age,CreditScore,MonthlyIncome,Country,OrderConfirmationTime,Recency,Frequency,Monetary Value,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer Segment
1169,Peggy Nielsen,Male,69,726,4327,Italy,2019-06-14 02:53:00,1661,1,105,7.43,29.18,29.01,1.29,Lost Customer
1170,Tonya Daniels,Male,71,680,4795,China,2023-01-17 16:49:00,347,2,350,74.07,74.05,73.62,3.69,Medium Value customer
1171,Amanda Moreno,Male,22,724,5582,USA,2023-08-25 07:37:00,128,3,540,90.03,94.57,94.02,4.68,Top Customer
1172,Anthony Collins,Female,29,726,6502,USA,2019-06-16 12:46:00,1658,1,75,7.57,29.18,29.01,1.29,Lost Customer
1173,Joshua Mccann Jr.,Male,27,646,4764,UK,2019-06-16 13:59:00,1658,1,16,7.57,29.18,29.01,1.29,Lost Customer
1174,Joseph Morse II,Female,29,677,5189,Spain,2019-06-17 21:13:00,1657,1,120,7.71,29.18,29.01,1.29,Lost Customer
1175,Anthony Hernandez,Female,65,618,5920,Canada,2022-01-03 22:58:00,726,2,320,53.31,74.05,73.62,3.53,Medium Value customer
1176,April Snyder,Female,68,695,6689,USA,2022-09-28 00:38:00,459,2,7240,66.55,74.05,73.62,3.63,Medium Value customer
1177,Jacqueline Maldonado,Female,53,732,5438,UK,2019-06-19 00:48:00,1656,1,24,7.8,29.18,29.01,1.29,Lost Customer
1179,Teresa Galvan,Male,53,701,5971,China,2019-06-20 08:26:00,1655,1,24,7.89,29.18,29.01,1.29,Lost Customer
1180,Edward Raymond,Female,23,769,7793,USA,2023-09-14 21:22:00,107,3,2435,91.8,94.57,94.02,4.69,Top Customer
1181,Laura Huerta,Male,38,761,7393,India,2019-06-22 12:36:00,1652,1,45,8.02,29.18,29.01,1.3,Lost Customer
1182,Austin Whitehead MD,Female,71,652,7642,Australia,2022-10-08 02:58:00,449,2,2535,67.59,74.05,73.62,3.64,Medium Value customer
1183,Megan Jenkins,Female,62,707,7163,China,2019-06-22 22:20:00,1652,1,210,8.02,29.18,29.01,1.3,Lost Customer
1184,Tony Patel MD,Female,57,722,5117,USA,2022-09-27 04:21:00,460,3,530,66.36,94.57,94.02,4.5,Top Customer
1186,Natalie King,Male,72,730,4621,Japan,2022-12-07 16:05:00,388,2,230,70.9,74.05,73.62,3.67,Medium Value customer
1188,Anthony Vasquez,Male,31,742,6721,UK,2022-03-05 05:22:00,666,2,230,55.35,74.05,73.62,3.55,Medium Value customer
1189,Michele Washington,Female,26,712,6298,China,2022-09-30 12:43:00,456,2,480,67.0,74.05,73.62,3.64,Medium Value customer
1190,Kayla Gonzalez,Male,29,749,6575,China,2019-07-03 23:22:00,1641,1,450,8.2,29.18,29.01,1.3,Lost Customer
1191,Nathan Rodriguez,Female,30,734,6981,UK,2019-07-03 23:50:00,1641,1,1500,8.2,29.18,29.01,1.3,Lost Customer
1192,Mark Obrien,Male,34,712,7874,Italy,2019-07-04 18:29:00,1640,1,270,8.34,29.18,29.01,1.3,Lost Customer
1194,Melissa Harris,Female,65,715,4210,China,2023-06-06 00:46:00,208,1,350,83.91,29.18,29.01,1.86,Low Value customer
1195,Michael Phillips,Male,70,646,4490,China,2019-07-08 12:56:00,1636,1,350,8.43,29.18,29.01,1.3,Lost Customer
1196,Melissa Black,Female,55,723,5866,Spain,2019-07-10 12:11:00,1634,1,150,8.52,29.18,29.01,1.3,Lost Customer
1197,Sherri Hall,Male,41,761,5687,Japan,2023-12-10 16:23:00,20,2,2105,98.55,74.05,73.62,3.87,Medium Value customer
1198,Dylan Rivera,Male,43,760,4721,India,2023-08-19 21:42:00,133,3,688,89.53,94.57,94.02,4.67,Top Customer
1199,Shawn Brown,Female,68,678,7470,USA,2019-07-14 01:11:00,1631,1,140,8.66,29.18,29.01,1.3,Lost Customer
1200,Christopher Saunders,Male,25,775,4294,China,2019-07-14 03:36:00,1631,1,300,8.66,29.18,29.01,1.3,Lost Customer
1201,Emily Hardin,Female,28,664,5806,Australia,2019-07-15 05:28:00,1630,1,75,8.79,29.18,29.01,1.3,Lost Customer
1202,Wesley Hall,Male,51,688,4983,Australia,2023-08-09 01:21:00,144,1,300,88.53,29.18,29.01,1.9,Low Value customer
1203,Brian Gray,Female,67,673,7209,Canada,2022-06-29 19:34:00,549,2,1650,61.11,74.05,73.62,3.59,Medium Value customer
1204,Billy Houston,Male,42,718,5463,Canada,2023-01-04 10:18:00,360,1,280,73.44,29.18,29.01,1.79,Low Value customer
1205,Catherine Blevins,Male,63,760,6492,Spain,2022-04-22 08:23:00,618,4,3650,57.3,100.0,99.41,4.66,Top Customer
1206,Joseph Fuentes,Male,32,679,3346,Italy,2022-07-10 05:22:00,539,2,145,62.1,74.05,73.62,3.6,Medium Value customer
1207,Christine Mason,Male,58,688,6283,Japan,2019-07-26 12:26:00,1618,1,32,8.88,29.18,29.01,1.3,Lost Customer
1209,Eddie Dixon DDS,Male,40,732,7810,China,2022-12-25 12:04:00,370,2,230,72.57,74.05,73.62,3.68,Medium Value customer
1210,Jeffrey Scott,Male,36,725,4004,Spain,2023-05-29 08:32:00,215,2,1725,83.0,74.05,73.62,3.76,Medium Value customer
1211,Anna Dixon,Male,19,674,3617,Spain,2023-08-07 16:48:00,145,3,3088,88.4,94.57,94.02,4.67,Top Customer
1212,Trevor Powell,Male,38,778,3497,China,2019-07-27 22:12:00,1617,1,600,9.02,29.18,29.01,1.3,Lost Customer
1213,Jacob Keller,Male,44,680,7993,Spain,2019-07-27 23:35:00,1617,1,350,9.02,29.18,29.01,1.3,Lost Customer
1214,Sydney Thomas,Male,26,694,7155,India,2019-07-28 08:42:00,1616,1,20,9.16,29.18,29.01,1.3,Lost Customer
1215,Kimberly Thompson,Male,39,776,3866,Japan,2023-11-30 03:56:00,31,1,48,97.46,29.18,29.01,1.97,Low Value customer
1217,Lisa Espinoza,Male,24,736,5934,USA,2023-11-11 11:31:00,49,2,6050,96.28,74.05,73.62,3.86,Medium Value customer
1218,Jeremy Pena,Male,44,631,4588,UK,2019-07-31 17:36:00,1613,1,2000,9.25,29.18,29.01,1.3,Lost Customer
1219,Thomas Wright,Male,44,600,7517,USA,2023-06-28 03:55:00,186,2,65,85.04,74.05,73.62,3.77,Medium Value customer
1220,Leah Orr,Female,72,665,5272,USA,2023-03-17 13:27:00,288,2,248,77.43,74.05,73.62,3.72,Medium Value customer
1221,Lindsay Wong,Male,20,724,4879,Canada,2022-12-26 19:27:00,369,2,435,72.71,74.05,73.62,3.68,Medium Value customer
1222,Tammy Miller,Female,69,722,6074,Spain,2023-05-30 05:30:00,215,1,120,83.0,29.18,29.01,1.86,Low Value customer
1223,Rodney Tyler,Female,38,687,5766,Canada,2023-12-31 08:30:00,0,2,240,100.0,74.05,73.62,3.88,Medium Value customer
1224,Steven Griffin,Male,23,766,5373,UK,2019-08-06 20:45:00,1607,1,420,9.34,29.18,29.01,1.31,Lost Customer
